country,year,cases,sex,age
LR,1970,295.0,m,35-44
LR,1970,204.0,m,35-44
LR,1970,285.0,m,35-44
LR,1970,333.0,m,35-44
LR,1970,371.0,m,35-44
LR,1970,532.0,m,35-44
LR,1970,24.0,f,45-54
LR,1970,45.0,f,45-54
LR,1970,28.0,f,45-54
LR,1970,35.0,f,45-54
LR,1970,86.0,f,45-54
LR,1970,43.0,f,45-54
LR,1970,123.0,f,45-54
LR,1970,108.0,f,45-54
LR,1970,125.0,f,45-54
LR,1970,298.0,f,45-54
LR,1970,42.0,m,45-54
LR,1970,72.0,m,45-54
LR,1970,52.0,m,45-54
LR,1970,63.0,m,45-54
LR,1970,143.0,m,45-54
LR,1970,99.0,m,45-54
LR,1970,198.0,m,45-54
LR,1970,155.0,m,45-54
LR,1970,250.0,m,45-54
LR,1970,308.0,m,45-54
LR,1970,55.0,f,5-14
LR,1970,104.0,m,5-14
LR,1970,12.0,f,55-64
LR,1970,17.0,f,55-64
LR,1970,16.0,f,55-64
LR,1970,17.0,f,55-64
LR,1970,41.0,f,55-64
LR,1970,30.0,f,55-64
LR,1970,41.0,f,55-64
LR,1970,52.0,f,55-64
LR,1970,85.0,f,55-64
LR,1970,170.0,f,55-64
LR,1970,33.0,m,55-64
LR,1970,34.0,m,55-64
LR,1970,17.0,m,55-64
LR,1970,17.0,m,55-64
LR,1970,60.0,m,55-64
LR,1970,49.0,m,55-64
LR,1970,71.0,m,55-64
LR,1970,74.0,m,55-64
LR,1970,125.0,m,55-64
LR,1970,169.0,m,55-64
LR,1970,7.0,f,65+
LR,1970,16.0,f,65+
LR,1970,16.0,f,65+
LR,1970,12.0,f,65+
LR,1970,26.0,f,65+
LR,1970,22.0,f,65+
LR,1970,42.0,f,65+
LR,1970,25.0,f,65+
LR,1970,68.0,f,65+
LR,1970,44.0,f,65+
LR,1970,9.0,m,65+
LR,1970,11.0,m,65+
LR,1970,26.0,m,65+
LR,1970,11.0,m,65+
LR,1970,44.0,m,65+
LR,1970,23.0,m,65+
LR,1970,51.0,m,65+
LR,1970,65.0,m,65+
LR,1970,97.0,m,65+
LR,1970,98.0,m,65+
LR,1970,44.0,f,
LR,1970,18.0,f,
LR,1970,21.0,f,
LR,1970,18.0,f,
LR,1970,26.0,f,
LR,1970,12.0,f,
LR,1970,39.0,f,
LR,1970,37.0,f,
LR,1970,55.0,f,
LR,1970,56.0,f,
LR,1970,0.0,f,
LR,1970,38.0,m,
LR,1970,18.0,m,
LR,1970,12.0,m,
LR,1970,16.0,m,
LR,1970,20.0,m,
LR,1970,5.0,m,
LR,1970,32.0,m,
LR,1970,26.0,m,
LR,1970,59.0,m,
LR,1970,107.0,m,
LR,1970,0.0,m,
LS,1970,0.0,f,0-4
LS,1970,1.0,f,0-4
LS,1970,1.0,m,0-4
LS,1970,0.0,m,0-4
LS,1970,106.0,f,15-24
LS,1970,164.0,f,15-24
LS,1970,216.0,f,15-24
LS,1970,200.0,f,15-24
LS,1970,222.0,f,15-24
LS,1970,304.0,f,15-24
LS,1970,328.0,f,15-24
LS,1970,459.0,f,15-24
LS,1970,226.0,f,15-24
LS,1970,370.0,f,15-24
LS,1970,78.0,f,15-24
LS,1970,343.0,f,15-24
LS,1970,108.0,m,15-24
LS,1970,123.0,m,15-24
LS,1970,180.0,m,15-24
LS,1970,190.0,m,15-24
LS,1970,165.0,m,15-24
LS,1970,218.0,m,15-24
LS,1970,219.0,m,15-24
LS,1970,286.0,m,15-24
LS,1970,395.0,m,15-24
LS,1970,228.0,m,15-24
LS,1970,32.0,m,15-24
LS,1970,223.0,m,15-24
LS,1970,125.0,f,25-34
LS,1970,189.0,f,25-34
LS,1970,272.0,f,25-34
LS,1970,283.0,f,25-34
LS,1970,336.0,f,25-34
LS,1970,447.0,f,25-34
LS,1970,567.0,f,25-34
LS,1970,691.0,f,25-34
LS,1970,721.0,f,25-34
LS,1970,642.0,f,25-34
LS,1970,121.0,f,25-34
LS,1970,700.0,f,25-34
LS,1970,214.0,m,25-34
LS,1970,272.0,m,25-34
LS,1970,392.0,m,25-34
LS,1970,407.0,m,25-34
LS,1970,458.0,m,25-34
LS,1970,547.0,m,25-34
LS,1970,614.0,m,25-34
LS,1970,728.0,m,25-34
LS,1970,695.0,m,25-34
LS,1970,628.0,m,25-34
LS,1970,135.0,m,25-34
LS,1970,615.0,m,25-34
LS,1970,71.0,f,35-44
LS,1970,94.0,f,35-44
LS,1970,152.0,f,35-44
LS,1970,125.0,f,35-44
LS,1970,195.0,f,35-44
LS,1970,207.0,f,35-44
LS,1970,313.0,f,35-44
LS,1970,364.0,f,35-44
LS,1970,616.0,f,35-44
LS,1970,430.0,f,35-44
LS,1970,106.0,f,35-44
LS,1970,358.0,f,35-44
LS,1970,256.0,m,35-44
LS,1970,367.0,m,35-44
LS,1970,463.0,m,35-44
LS,1970,488.0,m,35-44
LS,1970,517.0,m,35-44
LS,1970,535.0,m,35-44
LS,1970,592.0,m,35-44
LS,1970,696.0,m,35-44
LS,1970,397.0,m,35-44
LS,1970,550.0,m,35-44
LS,1970,73.0,m,35-44
LS,1970,542.0,m,35-44
LS,1970,49.0,f,45-54
LS,1970,44.0,f,45-54
LS,1970,71.0,f,45-54
LS,1970,65.0,f,45-54
LS,1970,83.0,f,45-54
LS,1970,125.0,f,45-54
LS,1970,219.0,f,45-54
LS,1970,161.0,f,45-54
LS,1970,494.0,f,45-54
LS,1970,171.0,f,45-54
LS,1970,40.0,f,45-54
LS,1970,146.0,f,45-54
LS,1970,189.0,m,45-54
LS,1970,223.0,m,45-54
LS,1970,307.0,m,45-54
LS,1970,372.0,m,45-54
LS,1970,395.0,m,45-54
LS,1970,347.0,m,45-54
LS,1970,466.0,m,45-54
LS,1970,448.0,m,45-54
LS,1970,148.0,m,45-54
LS,1970,440.0,m,45-54
LS,1970,87.0,m,45-54
LS,1970,380.0,m,45-54
LS,1970,4.0,f,5-14
LS,1970,23.0,f,5-14
LS,1970,5.0,m,5-14
LS,1970,21.0,m,5-14
LS,1970,17.0,f,55-64
LS,1970,29.0,f,55-64
LS,1970,40.0,f,55-64
LS,1970,30.0,f,55-64
LS,1970,36.0,f,55-64
LS,1970,41.0,f,55-64
LS,1970,59.0,f,55-64
LS,1970,68.0,f,55-64
LS,1970,297.0,f,55-64
LS,1970,90.0,f,55-64
LS,1970,13.0,f,55-64
LS,1970,76.0,f,55-64
LS,1970,96.0,m,55-64
LS,1970,149.0,m,55-64
LS,1970,173.0,m,55-64
LS,1970,190.0,m,55-64
LS,1970,198.0,m,55-64
LS,1970,211.0,m,55-64
LS,1970,219.0,m,55-64
LS,1970,206.0,m,55-64
LS,1970,82.0,m,55-64
LS,1970,218.0,m,55-64
LS,1970,52.0,m,55-64
LS,1970,242.0,m,55-64
LS,1970,19.0,f,65+
LS,1970,28.0,f,65+
LS,1970,23.0,f,65+
LS,1970,23.0,f,65+
LS,1970,29.0,f,65+
LS,1970,17.0,f,65+
LS,1970,33.0,f,65+
LS,1970,36.0,f,65+
LS,1970,121.0,f,65+
LS,1970,125.0,f,65+
LS,1970,13.0,f,65+
LS,1970,54.0,f,65+
LS,1970,88.0,m,65+
LS,1970,87.0,m,65+
LS,1970,69.0,m,65+
LS,1970,87.0,m,65+
LS,1970,76.0,m,65+
LS,1970,80.0,m,65+
LS,1970,83.0,m,65+
LS,1970,78.0,m,65+
LS,1970,37.0,m,65+
LS,1970,49.0,m,65+
LS,1970,28.0,m,65+
LS,1970,138.0,m,65+
LS,1970,14.0,f,
LS,1970,7.0,f,
LS,1970,29.0,f,
LS,1970,10.0,f,
LS,1970,11.0,f,
LS,1970,14.0,f,
LS,1970,32.0,f,
LS,1970,22.0,f,
LS,1970,19.0,f,
LS,1970,50.0,f,
LS,1970,4.0,f,
LS,1970,24.0,f,
LS,1970,0.0,f,
LS,1970,9.0,m,
LS,1970,12.0,m,
LS,1970,11.0,m,
LS,1970,6.0,m,
LS,1970,8.0,m,
LS,1970,10.0,m,
LS,1970,10.0,m,
LS,1970,29.0,m,
LS,1970,32.0,m,
LS,1970,33.0,m,
LS,1970,6.0,m,
LS,1970,21.0,m,
LS,1970,0.0,m,
LT,1970,0.0,f,0-4
LT,1970,0.0,f,0-4
LT,1970,0.0,f,0-4
LT,1970,0.0,f,0-4
LT,1970,0.0,m,0-4
LT,1970,0.0,m,0-4
LT,1970,0.0,m,0-4
LT,1970,0.0,m,0-4
LT,1970,6.0,f,15-24
LT,1970,37.0,f,15-24
LT,1970,40.0,f,15-24
LT,1970,27.0,f,15-24
LT,1970,32.0,f,15-24
LT,1970,20.0,f,15-24
LT,1970,33.0,f,15-24
LT,1970,30.0,f,15-24
LT,1970,35.0,f,15-24
LT,1970,21.0,f,15-24
LT,1970,25.0,f,15-24
LT,1970,25.0,f,15-24
LT,1970,34.0,f,15-24
LT,1970,20.0,f,15-24
LT,1970,46.0,m,15-24
LT,1970,60.0,m,15-24
LT,1970,53.0,m,15-24
LT,1970,38.0,m,15-24
LT,1970,42.0,m,15-24
LT,1970,38.0,m,15-24
LT,1970,35.0,m,15-24
LT,1970,24.0,m,15-24
LT,1970,35.0,m,15-24
LT,1970,39.0,m,15-24
LT,1970,42.0,m,15-24
LT,1970,38.0,m,15-24
LT,1970,31.0,m,15-24
LT,1970,39.0,m,15-24
LT,1970,53.0,f,25-34
LT,1970,62.0,f,25-34
LT,1970,77.0,f,25-34
LT,1970,25.0,f,25-34
LT,1970,48.0,f,25-34
LT,1970,37.0,f,25-34
LT,1970,59.0,f,25-34
LT,1970,59.0,f,25-34
LT,1970,49.0,f,25-34
LT,1970,48.0,f,25-34
LT,1970,41.0,f,25-34
LT,1970,48.0,f,25-34
LT,1970,41.0,f,25-34
LT,1970,51.0,f,25-34
LT,1970,132.0,m,25-34
LT,1970,133.0,m,25-34
LT,1970,136.0,m,25-34
LT,1970,77.0,m,25-34
LT,1970,90.0,m,25-34
LT,1970,97.0,m,25-34
LT,1970,112.0,m,25-34
LT,1970,95.0,m,25-34
LT,1970,116.0,m,25-34
LT,1970,100.0,m,25-34
LT,1970,118.0,m,25-34
LT,1970,120.0,m,25-34
LT,1970,77.0,m,25-34
LT,1970,110.0,m,25-34
LT,1970,45.0,f,35-44
LT,1970,73.0,f,35-44
LT,1970,73.0,f,35-44
LT,1970,65.0,f,35-44
LT,1970,55.0,f,35-44
LT,1970,39.0,f,35-44
LT,1970,57.0,f,35-44
LT,1970,45.0,f,35-44
LT,1970,37.0,f,35-44
LT,1970,47.0,f,35-44
LT,1970,57.0,f,35-44
LT,1970,56.0,f,35-44
LT,1970,48.0,f,35-44
LT,1970,46.0,f,35-44
LT,1970,225.0,m,35-44
LT,1970,224.0,m,35-44
LT,1970,227.0,m,35-44
LT,1970,165.0,m,35-44
LT,1970,153.0,m,35-44
LT,1970,145.0,m,35-44
LT,1970,197.0,m,35-44
LT,1970,176.0,m,35-44
LT,1970,175.0,m,35-44
LT,1970,161.0,m,35-44
LT,1970,186.0,m,35-44
LT,1970,207.0,m,35-44
LT,1970,165.0,m,35-44
LT,1970,162.0,m,35-44
LT,1970,32.0,f,45-54
LT,1970,40.0,f,45-54
LT,1970,38.0,f,45-54
LT,1970,22.0,f,45-54
LT,1970,25.0,f,45-54
LT,1970,32.0,f,45-54
LT,1970,35.0,f,45-54
LT,1970,32.0,f,45-54
LT,1970,38.0,f,45-54
LT,1970,47.0,f,45-54
LT,1970,49.0,f,45-54
LT,1970,52.0,f,45-54
LT,1970,50.0,f,45-54
LT,1970,36.0,f,45-54
LT,1970,176.0,m,45-54
LT,1970,206.0,m,45-54
LT,1970,213.0,m,45-54
LT,1970,163.0,m,45-54
LT,1970,22.0,m,45-54
LT,1970,155.0,m,45-54
LT,1970,155.0,m,45-54
LT,1970,142.0,m,45-54
LT,1970,174.0,m,45-54
LT,1970,173.0,m,45-54
LT,1970,187.0,m,45-54
LT,1970,211.0,m,45-54
LT,1970,235.0,m,45-54
LT,1970,182.0,m,45-54
LT,1970,1.0,f,5-14
LT,1970,0.0,f,5-14
LT,1970,0.0,f,5-14
LT,1970,1.0,f,5-14
LT,1970,0.0,m,5-14
LT,1970,0.0,m,5-14
LT,1970,0.0,m,5-14
LT,1970,0.0,m,5-14
LT,1970,16.0,f,55-64
LT,1970,29.0,f,55-64
LT,1970,25.0,f,55-64
LT,1970,21.0,f,55-64
LT,1970,20.0,f,55-64
LT,1970,22.0,f,55-64
LT,1970,28.0,f,55-64
LT,1970,18.0,f,55-64
LT,1970,20.0,f,55-64
LT,1970,24.0,f,55-64
LT,1970,23.0,f,55-64
LT,1970,38.0,f,55-64
LT,1970,22.0,f,55-64
LT,1970,18.0,f,55-64
LT,1970,90.0,m,55-64
LT,1970,133.0,m,55-64
LT,1970,146.0,m,55-64
LT,1970,81.0,m,55-64
LT,1970,91.0,m,55-64
LT,1970,74.0,m,55-64
LT,1970,88.0,m,55-64
LT,1970,88.0,m,55-64
LT,1970,107.0,m,55-64
LT,1970,92.0,m,55-64
LT,1970,108.0,m,55-64
LT,1970,107.0,m,55-64
LT,1970,109.0,m,55-64
LT,1970,104.0,m,55-64
LT,1970,42.0,f,65+
LT,1970,44.0,f,65+
LT,1970,67.0,f,65+
LT,1970,46.0,f,65+
LT,1970,40.0,f,65+
LT,1970,48.0,f,65+
LT,1970,59.0,f,65+
LT,1970,52.0,f,65+
LT,1970,50.0,f,65+
LT,1970,32.0,f,65+
LT,1970,54.0,f,65+
LT,1970,53.0,f,65+
LT,1970,37.0,f,65+
LT,1970,44.0,f,65+
LT,1970,77.0,m,65+
LT,1970,82.0,m,65+
LT,1970,98.0,m,65+
LT,1970,57.0,m,65+
LT,1970,67.0,m,65+
LT,1970,68.0,m,65+
LT,1970,76.0,m,65+
LT,1970,59.0,m,65+
LT,1970,60.0,m,65+
LT,1970,71.0,m,65+
LT,1970,67.0,m,65+
LT,1970,74.0,m,65+
LT,1970,76.0,m,65+
LT,1970,71.0,m,65+
LT,1970,5.0,f,
LT,1970,6.0,f,
LT,1970,5.0,f,
LT,1970,0.0,f,
LT,1970,0.0,f,
LT,1970,0.0,f,
LT,1970,1.0,f,
LT,1970,0.0,f,
LT,1970,0.0,f,
LT,1970,1.0,f,
LT,1970,1.0,f,
LT,1970,0.0,f,
LT,1970,0.0,f,
LT,1970,1.0,f,
LT,1970,0.0,f,
LT,1970,0.0,f,
LT,1970,0.0,f,
LT,1970,0.0,f,
LT,1970,4.0,m,
LT,1970,2.0,m,
LT,1970,2.0,m,
LT,1970,0.0,m,
LT,1970,0.0,m,
LT,1970,1.0,m,
LT,1970,0.0,m,
LT,1970,1.0,m,
LT,1970,1.0,m,
LT,1970,0.0,m,
LT,1970,0.0,m,
LT,1970,0.0,m,
LT,1970,0.0,m,
LT,1970,0.0,m,
LT,1970,0.0,m,
LT,1970,0.0,m,
LT,1970,0.0,m,
LT,1970,0.0,m,
LU,1970,0.0,f,0-4
LU,1970,0.0,f,0-4
LU,1970,0.0,f,0-4
LU,1970,0.0,f,0-4
LU,1970,0.0,m,0-4
LU,1970,0.0,m,0-4
LU,1970,0.0,m,0-4
LU,1970,0.0,m,0-4
LU,1970,3.0,f,15-24
LU,1970,3.0,f,15-24
LU,1970,0.0,f,15-24
LU,1970,2.0,f,15-24
LU,1970,0.0,f,15-24
LU,1970,2.0,f,15-24
LU,1970,0.0,f,15-24
LU,1970,0.0,f,15-24
LU,1970,2.0,f,15-24
LU,1970,0.0,f,15-24
LU,1970,0.0,f,15-24
LU,1970,5.0,m,15-24
LU,1970,2.0,m,15-24
LU,1970,3.0,m,15-24
LU,1970,0.0,m,15-24
LU,1970,0.0,m,15-24
LU,1970,2.0,m,15-24
LU,1970,1.0,m,15-24
LU,1970,0.0,m,15-24
LU,1970,0.0,m,15-24
LU,1970,0.0,m,15-24
LU,1970,0.0,m,15-24
LU,1970,2.0,f,25-34
LU,1970,0.0,f,25-34
LU,1970,1.0,f,25-34
LU,1970,2.0,f,25-34
LU,1970,2.0,f,25-34
LU,1970,1.0,f,25-34
LU,1970,5.0,f,25-34
LU,1970,2.0,f,25-34
LU,1970,3.0,f,25-34
LU,1970,0.0,f,25-34
LU,1970,0.0,f,25-34
LU,1970,3.0,m,25-34
LU,1970,2.0,m,25-34
LU,1970,6.0,m,25-34
LU,1970,1.0,m,25-34
LU,1970,1.0,m,25-34
LU,1970,10.0,m,25-34
LU,1970,0.0,m,25-34
LU,1970,2.0,m,25-34
LU,1970,3.0,m,25-34
LU,1970,0.0,m,25-34
LU,1970,0.0,m,25-34
LU,1970,0.0,f,35-44
LU,1970,1.0,f,35-44
LU,1970,2.0,f,35-44
LU,1970,1.0,f,35-44
LU,1970,1.0,f,35-44
LU,1970,1.0,f,35-44
LU,1970,5.0,f,35-44
LU,1970,1.0,f,35-44
LU,1970,2.0,f,35-44
LU,1970,0.0,f,35-44
LU,1970,0.0,f,35-44
LU,1970,4.0,m,35-44
LU,1970,7.0,m,35-44
LU,1970,7.0,m,35-44
LU,1970,0.0,m,35-44
LU,1970,3.0,m,35-44
LU,1970,7.0,m,35-44
LU,1970,4.0,m,35-44
LU,1970,2.0,m,35-44
LU,1970,2.0,m,35-44
LU,1970,1.0,m,35-44
LU,1970,0.0,m,35-44
LU,1970,1.0,f,45-54
LU,1970,0.0,f,45-54
LU,1970,2.0,f,45-54
LU,1970,1.0,f,45-54
LU,1970,1.0,f,45-54
LU,1970,0.0,f,45-54
LU,1970,0.0,f,45-54
LU,1970,1.0,f,45-54
LU,1970,0.0,f,45-54
LU,1970,0.0,f,45-54
LU,1970,0.0,f,45-54
LU,1970,2.0,m,45-54
LU,1970,3.0,m,45-54
LU,1970,4.0,m,45-54
LU,1970,0.0,m,45-54
LU,1970,3.0,m,45-54
LU,1970,1.0,m,45-54
LU,1970,3.0,m,45-54
LU,1970,1.0,m,45-54
LU,1970,3.0,m,45-54
LU,1970,0.0,m,45-54
LU,1970,0.0,m,45-54
LU,1970,0.0,f,5-14
LU,1970,0.0,f,5-14
LU,1970,0.0,f,5-14
LU,1970,0.0,f,5-14
LU,1970,0.0,m,5-14
LU,1970,0.0,m,5-14
LU,1970,0.0,m,5-14
LU,1970,0.0,m,5-14
LU,1970,0.0,f,55-64
LU,1970,1.0,f,55-64
LU,1970,0.0,f,55-64
LU,1970,1.0,f,55-64
LU,1970,1.0,f,55-64
LU,1970,0.0,f,55-64
LU,1970,0.0,f,55-64
LU,1970,1.0,f,55-64
LU,1970,1.0,f,55-64
LU,1970,0.0,f,55-64
LU,1970,0.0,f,55-64
LU,1970,3.0,m,55-64
LU,1970,2.0,m,55-64
LU,1970,2.0,m,55-64
LU,1970,0.0,m,55-64
LU,1970,2.0,m,55-64
LU,1970,2.0,m,55-64
LU,1970,1.0,m,55-64
LU,1970,1.0,m,55-64
LU,1970,2.0,m,55-64
LU,1970,0.0,m,55-64
LU,1970,0.0,m,55-64
LU,1970,3.0,f,65+
LU,1970,5.0,f,65+
LU,1970,2.0,f,65+
LU,1970,2.0,f,65+
LU,1970,2.0,f,65+
LU,1970,0.0,f,65+
LU,1970,0.0,f,65+
LU,1970,0.0,f,65+
LU,1970,1.0,f,65+
LU,1970,0.0,f,65+
LU,1970,0.0,f,65+
LU,1970,2.0,m,65+
LU,1970,3.0,m,65+
LU,1970,0.0,m,65+
LU,1970,2.0,m,65+
LU,1970,1.0,m,65+
LU,1970,2.0,m,65+
LU,1970,1.0,m,65+
LU,1970,2.0,m,65+
LU,1970,3.0,m,65+
LU,1970,0.0,m,65+
LU,1970,0.0,m,65+
LU,1970,1.0,f,
LU,1970,1.0,f,
LU,1970,1.0,f,
LU,1970,0.0,f,
LU,1970,0.0,f,
LU,1970,0.0,f,
LU,1970,0.0,f,
LU,1970,0.0,f,
LU,1970,0.0,f,
LU,1970,0.0,f,
LU,1970,0.0,f,
LU,1970,0.0,f,
LU,1970,0.0,f,
LU,1970,0.0,f,
LU,1970,0.0,f,
LU,1970,0.0,m,
LU,1970,1.0,m,
LU,1970,0.0,m,
LU,1970,0.0,m,
LU,1970,0.0,m,
LU,1970,0.0,m,
LU,1970,0.0,m,
LU,1970,0.0,m,
LU,1970,0.0,m,
LU,1970,0.0,m,
LU,1970,0.0,m,
LU,1970,0.0,m,
LU,1970,0.0,m,
LU,1970,0.0,m,
LU,1970,0.0,m,
LV,1970,0.0,f,0-4
LV,1970,0.0,f,0-4
LV,1970,0.0,f,0-4
LV,1970,0.0,m,0-4
LV,1970,0.0,m,0-4
LV,1970,0.0,m,0-4
LV,1970,22.0,f,15-24
LV,1970,32.0,f,15-24
LV,1970,27.0,f,15-24
LV,1970,24.0,f,15-24
LV,1970,28.0,f,15-24
LV,1970,25.0,f,15-24
LV,1970,24.0,f,15-24
LV,1970,37.0,f,15-24
LV,1970,31.0,f,15-24
LV,1970,29.0,f,15-24
LV,1970,17.0,f,15-24
LV,1970,17.0,f,15-24
LV,1970,18.0,f,15-24
LV,1970,11.0,f,15-24
LV,1970,20.0,m,15-24
LV,1970,28.0,m,15-24
LV,1970,47.0,m,15-24
LV,1970,58.0,m,15-24
LV,1970,48.0,m,15-24
LV,1970,53.0,m,15-24
LV,1970,48.0,m,15-24
LV,1970,32.0,m,15-24
LV,1970,36.0,m,15-24
LV,1970,30.0,m,15-24
LV,1970,22.0,m,15-24
LV,1970,27.0,m,15-24
LV,1970,33.0,m,15-24
LV,1970,28.0,m,15-24
LV,1970,49.0,f,25-34
LV,1970,39.0,f,25-34
LV,1970,22.0,f,25-34
LV,1970,45.0,f,25-34
LV,1970,24.0,f,25-34
LV,1970,41.0,f,25-34
LV,1970,33.0,f,25-34
LV,1970,42.0,f,25-34
LV,1970,42.0,f,25-34
LV,1970,32.0,f,25-34
LV,1970,31.0,f,25-34
LV,1970,27.0,f,25-34
LV,1970,27.0,f,25-34
LV,1970,23.0,f,25-34
LV,1970,44.0,m,25-34
LV,1970,69.0,m,25-34
LV,1970,109.0,m,25-34
LV,1970,105.0,m,25-34
LV,1970,87.0,m,25-34
LV,1970,106.0,m,25-34
LV,1970,109.0,m,25-34
LV,1970,98.0,m,25-34
LV,1970,74.0,m,25-34
LV,1970,74.0,m,25-34
LV,1970,71.0,m,25-34
LV,1970,78.0,m,25-34
LV,1970,65.0,m,25-34
LV,1970,54.0,m,25-34
LV,1970,55.0,f,35-44
LV,1970,31.0,f,35-44
LV,1970,37.0,f,35-44
LV,1970,26.0,f,35-44
LV,1970,40.0,f,35-44
LV,1970,27.0,f,35-44
LV,1970,41.0,f,35-44
LV,1970,37.0,f,35-44
LV,1970,42.0,f,35-44
LV,1970,36.0,f,35-44
LV,1970,31.0,f,35-44
LV,1970,33.0,f,35-44
LV,1970,32.0,f,35-44
LV,1970,26.0,f,35-44
LV,1970,71.0,m,35-44
LV,1970,130.0,m,35-44
LV,1970,145.0,m,35-44
LV,1970,129.0,m,35-44
LV,1970,110.0,m,35-44
LV,1970,124.0,m,35-44
LV,1970,138.0,m,35-44
LV,1970,123.0,m,35-44
LV,1970,141.0,m,35-44
LV,1970,119.0,m,35-44
LV,1970,104.0,m,35-44
LV,1970,82.0,m,35-44
LV,1970,93.0,m,35-44
LV,1970,71.0,m,35-44
LV,1970,47.0,f,45-54
LV,1970,22.0,f,45-54
LV,1970,20.0,f,45-54
LV,1970,23.0,f,45-54
LV,1970,29.0,f,45-54
LV,1970,28.0,f,45-54
LV,1970,31.0,f,45-54
LV,1970,23.0,f,45-54
LV,1970,35.0,f,45-54
LV,1970,29.0,f,45-54
LV,1970,23.0,f,45-54
LV,1970,28.0,f,45-54
LV,1970,18.0,f,45-54
LV,1970,21.0,f,45-54
LV,1970,70.0,m,45-54
LV,1970,89.0,m,45-54
LV,1970,106.0,m,45-54
LV,1970,121.0,m,45-54
LV,1970,103.0,m,45-54
LV,1970,111.0,m,45-54
LV,1970,101.0,m,45-54
LV,1970,121.0,m,45-54
LV,1970,106.0,m,45-54
LV,1970,109.0,m,45-54
LV,1970,117.0,m,45-54
LV,1970,105.0,m,45-54
LV,1970,102.0,m,45-54
LV,1970,71.0,m,45-54
LV,1970,0.0,f,5-14
LV,1970,0.0,f,5-14
LV,1970,1.0,f,5-14
LV,1970,0.0,f,5-14
LV,1970,1.0,m,5-14
LV,1970,2.0,m,5-14
LV,1970,0.0,m,5-14
LV,1970,27.0,f,55-64
LV,1970,10.0,f,55-64
LV,1970,16.0,f,55-64
LV,1970,15.0,f,55-64
LV,1970,11.0,f,55-64
LV,1970,7.0,f,55-64
LV,1970,18.0,f,55-64
LV,1970,11.0,f,55-64
LV,1970,17.0,f,55-64
LV,1970,12.0,f,55-64
LV,1970,18.0,f,55-64
LV,1970,9.0,f,55-64
LV,1970,12.0,f,55-64
LV,1970,9.0,f,55-64
LV,1970,40.0,m,55-64
LV,1970,67.0,m,55-64
LV,1970,61.0,m,55-64
LV,1970,68.0,m,55-64
LV,1970,57.0,m,55-64
LV,1970,64.0,m,55-64
LV,1970,64.0,m,55-64
LV,1970,64.0,m,55-64
LV,1970,59.0,m,55-64
LV,1970,53.0,m,55-64
LV,1970,55.0,m,55-64
LV,1970,51.0,m,55-64
LV,1970,49.0,m,55-64
LV,1970,47.0,m,55-64
LV,1970,29.0,f,65+
LV,1970,16.0,f,65+
LV,1970,14.0,f,65+
LV,1970,18.0,f,65+
LV,1970,18.0,f,65+
LV,1970,15.0,f,65+
LV,1970,20.0,f,65+
LV,1970,22.0,f,65+
LV,1970,26.0,f,65+
LV,1970,19.0,f,65+
LV,1970,12.0,f,65+
LV,1970,13.0,f,65+
LV,1970,9.0,f,65+
LV,1970,12.0,f,65+
LV,1970,30.0,m,65+
LV,1970,42.0,m,65+
LV,1970,29.0,m,65+
LV,1970,35.0,m,65+
LV,1970,30.0,m,65+
LV,1970,34.0,m,65+
LV,1970,32.0,m,65+
LV,1970,26.0,m,65+
LV,1970,32.0,m,65+
LV,1970,38.0,m,65+
LV,1970,34.0,m,65+
LV,1970,26.0,m,65+
LV,1970,19.0,m,65+
LV,1970,27.0,m,65+
LV,1970,0.0,f,
LV,1970,0.0,f,
LV,1970,1.0,f,
LV,1970,1.0,f,
LV,1970,2.0,f,
LV,1970,2.0,f,
LV,1970,2.0,f,
LV,1970,0.0,f,
LV,1970,0.0,f,
LV,1970,2.0,f,
LV,1970,0.0,f,
LV,1970,0.0,f,
LV,1970,1.0,f,
LV,1970,0.0,f,
LV,1970,0.0,f,
LV,1970,0.0,f,
LV,1970,0.0,f,
LV,1970,0.0,m,
LV,1970,0.0,m,
LV,1970,0.0,m,
LV,1970,0.0,m,
LV,1970,1.0,m,
LV,1970,0.0,m,
LV,1970,0.0,m,
LV,1970,0.0,m,
LV,1970,0.0,m,
LV,1970,0.0,m,
LV,1970,1.0,m,
LV,1970,2.0,m,
LV,1970,0.0,m,
LV,1970,0.0,m,
LV,1970,0.0,m,
LV,1970,0.0,m,
LY,1970,0.0,f,0-4
LY,1970,0.0,f,0-4
LY,1970,0.0,m,0-4
LY,1970,1.0,m,0-4
LY,1970,34.0,f,15-24
LY,1970,30.0,f,15-24
LY,1970,43.0,f,15-24
LY,1970,43.0,f,15-24
LY,1970,43.0,f,15-24
LY,1970,44.0,f,15-24
LY,1970,36.0,f,15-24
LY,1970,55.0,f,15-24
LY,1970,23.0,f,15-24
LY,1970,56.0,f,15-24
LY,1970,112.0,m,15-24
LY,1970,93.0,m,15-24
LY,1970,110.0,m,15-24
LY,1970,101.0,m,15-24
LY,1970,108.0,m,15-24
LY,1970,113.0,m,15-24
LY,1970,114.0,m,15-24
LY,1970,98.0,m,15-24
LY,1970,61.0,m,15-24
LY,1970,116.0,m,15-24
LY,1970,31.0,f,25-34
LY,1970,35.0,f,25-34
LY,1970,59.0,f,25-34
LY,1970,35.0,f,25-34
LY,1970,28.0,f,25-34
